UserID,CourseID,TimeSpentONCourse,NumberOfVideosWatched,NumberOfQuizzesTaken,QuizScores,CompletionRate,CourseCompletion
8371,3,0.858733997,-0.507295263,0.284952728,0.864530797,1.161540186,0
5946,5,1.604488738,-0.008924535,-0.349633495,-1.265871759,-0.372052623,0
8166,6,-0.095995335,1.320064073,-0.984219719,-0.660862613,-0.371841804,0
6489,5,-0.860686923,-0.175048111,-1.618805942,1.709001296,0.370526964,1
8282,6,-1.053692446,-0.839542415,-0.349633495,-0.033387551,-1.705903879,1
5962,3,0.544185467,0.157199041,-1.618805942,0.824169104,-0.852215999,0
8700,5,0.535845089,0.821693345,-0.666926607,-1.269639408,-0.162222186,0
1980,1,-1.260107459,1.153940497,-1.618805942,0.545069988,0.167021048,0
8987,7,-1.040855633,0.821693345,0.284952728,1.61884421,-0.040235156,1
2171,4,0.91943787,-1.504036719,0.60224584,0.951949968,-0.439134564,0
232,5,-0.464620735,0.987816921,1.236832063,1.561894662,1.590175548,1
7972,1,0.701068418,-1.171789567,1.236832063,1.446099097,1.295968896,1
4976,2,-1.278820104,-1.171789567,-1.618805942,-0.979188818,0.865052628,0
6072,5,0.794344122,1.652311225,1.554125175,-0.743654035,-1.580792264,0
8477,5,-1.230522682,-1.670160295,0.60224584,0.326775962,0.374060031,0
8970,2,1.379589551,1.153940497,-1.30151283,-1.515762733,-0.856592331,1
6595,6,0.330894938,1.652311225,-1.30151283,0.94755857,1.214901163,1
1240,7,-0.510992543,-0.008924535,-1.618805942,-0.871809878,-0.668133259,0
3760,2,-1.002496327,0.489446193,-0.349633495,-0.958160227,-0.413674708,0
8943,5,1.344110292,1.652311225,0.60224584,1.676234145,-1.686628313,1
7122,6,0.983696151,-0.673418839,-1.618805942,-0.272654671,1.185565602,1
3942,1,0.251168953,1.320064073,-1.618805942,0.885116608,0.016354647,0
8618,6,1.04761336,0.157199041,0.284952728,-1.014268838,-0.712409402,1
2741,3,0.379440384,0.323322617,-0.984219719,1.640877612,1.205189621,1
4196,1,-0.513729115,-0.008924535,1.554125175,0.836007065,1.008754006,1
7540,6,0.185050145,-0.839542415,-0.666926607,-0.991895071,0.376602657,0
2481,2,-0.946881467,0.655569769,-1.618805942,0.976542631,0.989621631,1
3500,1,-1.01742838,0.157199041,0.284952728,-1.361136269,-0.755522123,0
646,6,1.420737361,-1.504036719,-0.349633495,0.423572079,0.456601611,1
8918,1,-0.750633104,1.153940497,-0.984219719,-0.830890861,-1.003519231,0
3208,6,1.012740843,-1.005665991,-1.618805942,-0.36309235,1.487815271,0
2098,4,-0.651810776,0.157199041,-0.984219719,-1.047729863,0.126873168,0
5302,6,0.640533643,0.323322617,-0.349633495,-0.410295904,0.780819993,1
205,7,-0.328436428,-0.341171687,-0.032340384,-0.131416514,-1.710626809,1
8108,2,1.525734763,-0.507295263,-0.349633495,-0.069520837,0.042206996,1
2204,4,0.688523139,-1.337913143,-0.349633495,1.665512022,-1.570734515,0
4117,1,0.729550299,0.323322617,1.236832063,-0.523594942,0.946457795,1
284,4,0.384143909,-0.341171687,0.60224584,-0.304218314,-0.836737765,1
771,1,-1.158824721,1.320064073,-0.984219719,-0.621979154,1.465926554,0
3377,2,-1.174945512,-0.673418839,-0.984219719,1.3900024,0.201031825,0
1338,1,-1.083714886,1.320064073,-0.666926607,0.432504371,0.400057779,0
1151,7,-0.19478971,0.655569769,-0.984219719,0.607796779,1.378006281,1
7146,3,1.323390149,-1.005665991,-0.666926607,1.73750807,-1.085631197,0
7259,1,1.390675717,-1.670160295,0.284952728,0.005063067,0.229901922,0
5229,2,0.107060698,1.486187649,-0.349633495,1.265249257,1.123009125,1
1337,1,-0.727704561,0.987816921,-0.032340384,0.191140875,-0.400627126,1
8516,5,-0.922205356,-1.337913143,-0.032340384,-0.263584916,-1.603264285,1
64,4,0.402942795,0.821693345,0.60224584,1.155389135,0.200022053,1
5760,3,0.126744837,0.655569769,0.60224584,0.869473464,0.174834687,1
8305,4,0.171176731,1.320064073,-0.666926607,-1.434662304,1.673407487,1
8655,1,0.220685645,0.157199041,-0.349633495,-1.357495502,-0.911375468,1
1907,2,-1.017738736,0.157199041,0.919538951,-1.500853673,1.619996191,1
4075,3,-0.507963497,-1.504036719,-0.984219719,0.494913038,-0.689780806,0
749,2,0.74676321,-0.008924535,-0.032340384,0.982373293,1.574787083,1
7185,1,-0.585523945,-1.171789567,-0.666926607,0.750567575,0.68441642,0
3858,2,-0.779909245,0.655569769,0.60224584,0.065912019,1.479553164,1
6634,3,-0.352230349,-0.008924535,0.919538951,0.252594803,-0.507910783,1
7369,6,0.350878736,-0.839542415,0.284952728,-1.342257853,-0.65385296,0
3811,1,-0.487991748,-1.005665991,-0.032340384,1.156285209,-0.705303367,0
8593,1,-1.099168378,0.489446193,-0.666926607,0.215590144,0.343875229,1
2736,2,-1.14285287,0.157199041,-1.30151283,-0.288190791,1.26372769,0
6319,4,-1.146648028,-1.670160295,-0.666926607,-0.202243489,0.125397045,0
5873,2,0.51261058,-1.504036719,-1.618805942,-0.267321079,0.748508085,0
7679,5,0.808649935,0.489446193,1.554125175,0.550417555,-0.347018626,1
4498,3,-0.558155659,-0.175048111,-0.349633495,-0.466396106,1.308807152,1
3847,3,1.584378606,-0.008924535,0.284952728,-0.608594656,-0.761872908,0
2356,6,1.709040256,1.320064073,-0.032340384,0.588294792,-0.868379643,1
123,7,1.672154919,0.821693345,1.554125175,-0.149561931,-0.053985201,1
6988,7,-1.355881881,1.153940497,0.919538951,-1.628318501,0.035880198,0
932,3,1.056507654,0.821693345,-1.30151283,-0.856303445,0.095708892,0
3958,5,0.967801128,1.153940497,-0.349633495,1.424515287,0.942126418,1
5105,6,0.362271632,-0.507295263,0.284952728,-0.514642138,0.084735617,0
2949,5,-0.861748182,-0.507295263,-1.618805942,-1.658710457,1.323516339,0
8735,6,-1.227416625,-0.008924535,0.919538951,0.943391264,1.239958978,0
6383,7,-0.339376799,-1.005665991,-1.618805942,0.84159681,-1.48654297,0
2769,5,-1.54130375,1.486187649,1.554125175,-1.021586141,-1.258273433,0
6526,4,-0.941396035,-0.341171687,0.284952728,-0.782660256,0.798835109,1
8874,6,1.477248671,1.652311225,0.60224584,1.508491859,-0.447390369,1
6024,4,1.733775932,-0.839542415,-0.349633495,0.082571319,0.223376784,0
4002,4,1.540524657,0.489446193,0.919538951,-1.664255736,1.665728101,1
5625,2,-0.056354882,0.157199041,-1.618805942,-1.277137642,0.441337177,0
6455,3,-1.588094048,0.821693345,-0.032340384,0.237705668,0.505211348,1
3048,3,0.631602416,-1.171789567,1.554125175,-1.608319002,1.523455552,0
3835,2,1.319835083,-0.673418839,0.284952728,-0.922372585,0.988030795,1
8588,6,-1.356664518,-1.005665991,-1.618805942,1.733805502,0.128409979,1
5770,6,-1.664888042,-0.839542415,0.919538951,1.544013551,-1.388834561,0
8589,5,-0.711496427,-0.673418839,0.919538951,0.930945468,1.076568208,1
2969,1,-0.097195941,-1.670160295,1.554125175,-0.251124098,-0.245223669,0
3356,6,1.372652132,-1.670160295,1.554125175,-0.58135598,1.007751288,0
5057,6,-0.785640327,0.821693345,0.919538951,-1.636321441,-0.971524756,0
8145,6,-0.918164685,-0.507295263,-1.30151283,0.719367808,1.562874705,1
3389,2,1.602577482,1.320064073,0.919538951,0.839853867,1.428740005,1
5170,4,-0.542524417,-1.005665991,-0.984219719,-1.293464118,-0.844694457,0
2625,5,0.514796482,0.821693345,1.554125175,-0.399495124,-0.283888344,0
6563,5,-1.082194839,1.320064073,0.919538951,1.367866068,-0.565528415,0
3385,2,1.255078336,-1.504036719,-0.666926607,1.136809852,0.400162354,0
3537,2,-1.324785686,-0.175048111,-0.032340384,-1.321952073,-0.402228454,0
3063,2,0.289784289,0.489446193,-0.032340384,0.449975565,-0.473021026,1
564,6,1.450886287,-0.839542415,-1.618805942,0.872641243,-0.854211977,0
4479,6,0.289083467,-0.341171687,-0.032340384,0.901500199,1.664010597,1
2372,1,-0.567087392,-1.171789567,-0.666926607,0.992817312,-1.09977186,0
6251,6,0.670001803,0.157199041,-1.30151283,1.60177234,-1.634792537,0
2824,2,1.391413569,-0.175048111,-0.032340384,0.478468391,-1.529625041,1
5461,4,0.141353905,0.157199041,-1.30151283,-0.415475253,-1.135344746,0
1302,5,1.307095599,1.320064073,-0.032340384,-1.719480529,1.22895383,1
2229,1,-0.70660534,-1.504036719,0.284952728,-0.662368471,-0.627106599,0
1414,2,1.308211342,-1.504036719,-0.666926607,0.618545509,1.538670349,0
1056,7,0.320070177,0.323322617,0.60224584,0.73104861,0.434889557,1
4408,7,-1.349847472,-0.673418839,0.919538951,0.801206862,0.23189108,0
1255,2,1.69855105,-0.673418839,-0.032340384,-0.493372284,1.680876689,1
751,7,-1.451995847,0.821693345,-0.032340384,0.984785584,-1.255555701,0
7684,6,0.023556425,-1.670160295,-1.30151283,-0.353954892,1.681799715,0
3878,2,-1.648421023,1.153940497,-0.349633495,-1.229755871,0.223757536,0
2307,1,-1.360331277,-1.005665991,1.236832063,-1.019433396,0.942495283,0
8271,2,0.347252259,1.153940497,1.236832063,0.77512509,-1.421278628,1
7516,4,1.588603048,0.489446193,0.284952728,0.057271207,0.276533476,1
7629,4,1.084700327,1.486187649,1.236832063,0.669982598,1.052224538,1
3102,6,1.477356946,-0.008924535,-0.349633495,-0.826413093,1.277645199,1
8896,6,-1.405719679,1.652311225,1.236832063,0.99756655,0.850004147,0
710,4,0.182025102,-1.504036719,0.919538951,0.643446263,0.722764262,1
7119,3,-1.684724519,-0.673418839,-0.032340384,-1.160165758,0.192771172,0
7365,3,-0.89620269,-0.341171687,0.919538951,1.74838506,1.177301886,1
2267,3,0.757765494,-0.175048111,1.236832063,-1.716816659,1.520407561,1
152,3,-1.49224517,0.987816921,-1.30151283,1.072005909,-1.422408771,0
1846,7,-1.593535061,1.320064073,-0.666926607,-1.085043663,1.402596475,0
4148,7,0.367269671,-0.673418839,-1.30151283,-0.196990583,-0.318422528,0
2901,1,-0.672823317,0.323322617,1.236832063,1.377428138,1.302209889,1
3205,1,0.054953126,0.157199041,-0.032340384,-1.296954521,0.14076915,0
6376,1,1.258794209,-0.175048111,-0.032340384,1.651691608,-0.527292659,1
765,4,0.305918604,0.323322617,0.919538951,-0.918045942,-0.396176642,0
3542,2,1.652162277,0.323322617,0.60224584,1.484098378,0.973774462,1
825,3,-0.145775839,-0.341171687,-0.032340384,0.488203183,1.599623606,1
5256,7,-0.799281235,-0.673418839,0.919538951,-0.828962535,0.551685562,1
7997,3,1.004166968,1.320064073,-0.032340384,-0.047597496,0.895903437,1
8939,3,-0.929366094,-1.504036719,1.236832063,-0.32480945,1.084962795,0
2816,7,-1.612501198,0.987816921,-1.618805942,1.542303195,1.101445729,0
8336,3,-0.064520662,-1.504036719,1.554125175,-1.183542877,1.340404301,1
2395,7,1.368770255,-0.673418839,0.284952728,-0.867960831,0.817167484,1
7596,1,-1.035748092,0.323322617,-1.30151283,-0.870585367,-1.615157554,0
7491,4,0.133388185,0.157199041,-0.984219719,-1.3002319,0.786923656,0
2135,6,0.81526231,-0.839542415,-1.30151283,-0.258173178,1.107374807,0
1958,6,-0.878294098,0.489446193,1.236832063,0.165958618,1.344313824,1
3567,6,-1.050172473,-0.673418839,-1.30151283,0.334101537,0.722637397,1
3785,1,0.713126205,0.821693345,0.919538951,0.118928093,0.025924412,1
5509,6,0.870886402,-0.839542415,-0.984219719,-1.20194302,-1.6114883,0
3263,5,-0.466088651,0.655569769,1.236832063,1.328123943,-1.714974806,1
1103,1,0.851503353,1.652311225,-1.618805942,-0.647902763,0.76354964,0
2706,6,0.77663394,0.157199041,0.284952728,0.500166912,-1.132684095,1
3392,7,-1.566745166,-0.673418839,0.919538951,0.43565837,-0.208912275,0
3008,1,0.632892994,0.323322617,-1.618805942,-1.52495756,1.12981404,0
3447,2,-1.127991283,-1.005665991,0.284952728,-0.053112879,-1.654796813,0
4289,4,-1.446434879,1.153940497,-0.032340384,-1.721334424,-1.26110333,0
5285,6,-0.099710036,-0.008924535,1.236832063,0.996664222,1.669665809,1
6340,6,0.870184164,-0.175048111,-1.618805942,-0.427652109,0.416328489,0
2966,5,0.243003678,-1.171789567,1.236832063,0.864364795,1.654066736,1
4128,5,-0.223916841,-1.171789567,1.554125175,-0.064139838,0.849483366,1
1878,7,1.118859528,1.652311225,-0.349633495,0.935650286,0.268275582,1
6908,2,-1.07796969,-1.005665991,0.919538951,0.096375236,1.248955698,0
2090,4,0.660958732,0.987816921,1.236832063,0.942803858,-0.493509588,1
768,6,-0.464957916,-1.504036719,1.236832063,-0.95239889,-0.593852023,0
733,5,1.72022197,0.987816921,-0.666926607,-1.175677414,-0.711493306,0
1094,6,0.555724744,-0.008924535,0.919538951,-0.316844017,1.592415565,1
6070,5,-1.213187513,1.486187649,-0.032340384,-0.025515092,-1.523850366,0
685,5,-0.924417283,0.821693345,-1.618805942,-1.485274061,-0.625349113,0
701,1,1.372521196,-0.175048111,-1.618805942,0.356643206,0.815488253,1
5628,3,0.213664079,1.320064073,1.554125175,-0.496824561,-1.447519481,0
8696,7,1.311232609,-0.839542415,0.60224584,0.372864805,-0.478053563,0
5658,5,-0.503333815,-1.171789567,-1.618805942,0.561225895,-0.5119073,0
4533,3,0.482447762,-0.839542415,0.60224584,0.735372954,-0.754516573,0
1164,7,1.542486785,0.489446193,-1.618805942,1.401663564,-0.141031908,0
6106,3,-0.263934549,-1.504036719,-1.618805942,0.236169528,0.738310926,0
8153,2,0.195131567,0.821693345,-0.032340384,1.347116394,-1.515596991,1
1530,7,-0.605875808,0.821693345,-0.984219719,-0.671737539,0.6551578,0
7556,7,1.506888598,0.821693345,-0.349633495,0.293704678,1.649359505,1
6387,6,0.060855863,-0.507295263,0.60224584,1.737862195,-0.41401974,1
2423,5,-0.423296314,-1.504036719,1.554125175,-0.491236537,-1.101700052,0
2518,4,1.633732989,-0.507295263,-1.30151283,0.518966027,0.509297094,1
4240,7,-1.475724874,-1.171789567,0.284952728,-1.253770889,-1.6724071,0
7799,4,-0.014842288,1.320064073,0.284952728,-1.326753914,0.804914708,1
3630,6,-1.496462566,0.655569769,-0.349633495,-0.978078877,-0.362027631,0
5450,1,1.541342229,-1.504036719,-0.032340384,0.127037737,-1.523582574,0
5955,4,0.234959605,-0.507295263,0.60224584,-1.509201473,0.12246024,0
2144,3,1.069878501,1.652311225,-0.984219719,0.646699468,-1.540334442,0
4872,6,0.796716696,0.987816921,1.236832063,0.292961691,-0.542918688,1
794,4,-0.773031219,-0.341171687,0.60224584,0.920299599,0.448320093,1
6144,2,-1.041574789,1.486187649,0.60224584,1.71681766,-0.167772916,1
78,7,1.238059325,-1.337913143,0.919538951,-1.701267011,0.460456758,0
8545,6,0.905773321,-1.337913143,0.284952728,-1.109051264,-0.247398238,1
4497,6,-1.655101481,-0.008924535,-0.349633495,0.895725363,1.694128544,1
7360,1,-1.520163899,-1.504036719,1.236832063,-0.921599214,-1.14757256,0
3130,1,-1.283871503,0.655569769,0.284952728,-0.681804871,-0.683702947,0
3318,6,-0.871822331,-1.504036719,1.236832063,-1.667046521,1.094894497,0
4801,7,0.435702311,0.157199041,-0.032340384,-0.432119624,-1.137745284,0
7722,6,-1.46628461,0.821693345,-0.032340384,0.121513354,0.115315591,0
5353,4,0.328195105,-0.008924535,1.554125175,-0.563512902,-1.362738261,0
2108,6,-0.275650924,-0.341171687,0.919538951,0.636637451,-0.322461367,1
1121,6,-1.070383285,-1.171789567,0.284952728,1.19532877,-0.656061205,0
7585,7,0.390862676,0.987816921,-1.30151283,1.747431995,0.933719182,1
7792,5,-0.390765527,-0.008924535,0.60224584,-1.251729705,0.94152746,1
8732,4,-1.047911313,1.652311225,0.919538951,1.408704551,0.141533484,1
1157,3,-0.113605297,-1.670160295,0.60224584,-0.851464475,0.229552481,0
8120,2,0.696574012,-1.670160295,-1.30151283,1.560812188,-0.811037726,0
6462,1,0.57074969,1.486187649,-0.032340384,-1.149131957,-1.675476788,0
2636,6,1.700371743,-0.839542415,0.284952728,-0.125825109,-1.667923544,0
6874,1,-1.45796857,0.157199041,-0.666926607,1.464750923,1.229575595,0
420,4,0.791402651,0.987816921,-1.618805942,-0.58580068,0.402896173,0
1235,7,-0.889105828,1.486187649,-0.349633495,0.815152432,-0.142846496,1
1505,1,0.739327499,0.157199041,-0.349633495,0.361263424,1.419048204,1
5671,1,-1.208479846,1.652311225,1.236832063,-0.841925737,-0.041767274,0
3808,5,0.67911775,-1.171789567,0.60224584,0.606545965,-0.470829132,0
977,3,-0.851746455,0.489446193,0.919538951,-1.079237847,-0.241482168,0
5239,7,1.330916886,1.486187649,-1.30151283,0.965526184,1.295599852,1
2627,1,1.505586283,-1.005665991,-0.349633495,-1.367605291,0.480419532,0
7394,6,1.695684437,-1.670160295,1.554125175,-0.495095681,-1.188235637,0
3512,1,-0.200982706,-0.507295263,-1.618805942,0.897010771,-0.477742751,0
13,7,1.477330694,-0.839542415,0.919538951,0.436981732,-1.167097581,0
5853,6,-1.716470024,0.987816921,1.236832063,1.720294994,0.338431968,1
3869,7,0.689639984,0.655569769,-0.032340384,-1.436693899,-0.255259885,0
250,5,-0.371575229,-1.504036719,-1.618805942,-0.35489296,-1.533727139,0
551,5,0.872493077,1.652311225,0.284952728,1.049576518,-0.968151749,1
736,3,-0.356283049,0.323322617,-1.618805942,-0.15887313,0.944864477,1
4427,7,0.552627809,-1.670160295,-0.984219719,-1.193385471,0.346037235,0
4536,6,-0.424191447,0.489446193,-0.349633495,-0.307238784,-0.57053351,1
2981,7,-1.544007219,1.486187649,-0.032340384,1.61337384,-1.143235734,0
4874,6,-0.351940938,0.489446193,0.60224584,1.241167145,-0.540671899,1
415,5,0.811448423,1.486187649,0.60224584,0.414675792,0.291787139,1
2265,6,-0.929710679,-0.341171687,0.919538951,0.082569396,-1.647395525,1
4267,3,1.003071966,1.320064073,-1.618805942,0.562788207,1.209169938,1
8480,2,0.962711197,0.987816921,0.60224584,-0.411058039,1.164490211,1
7131,1,-1.098316128,1.652311225,-0.984219719,-0.873670697,0.757420921,0
5997,1,0.679795473,0.323322617,0.60224584,-0.993101028,0.617749432,1
354,6,0.306316815,-0.839542415,1.236832063,0.96363876,-0.893011221,0
3241,3,-0.72515912,0.655569769,-0.984219719,-0.723140742,0.513538908,0
4016,1,-0.743474845,-1.504036719,-0.984219719,-1.304303217,1.627903732,0
6192,7,-0.622222434,-0.507295263,-1.618805942,-1.629096062,-1.433403032,0
4982,4,0.34373192,-0.507295263,-1.618805942,-1.009213472,-1.414413,0
5121,1,-0.095460948,-0.507295263,0.60224584,-1.653047078,1.692413749,1
5145,5,-1.074507079,-0.341171687,-1.30151283,-0.280452938,1.114661077,0
5203,1,0.881843125,1.486187649,-0.349633495,-0.704342361,-1.187700067,0
5942,2,0.293856892,0.489446193,0.919538951,-1.174281602,-0.943867038,0
4116,2,-0.197841614,-0.341171687,0.284952728,0.115030905,1.686662512,1
1563,7,1.685406613,0.987816921,1.236832063,1.283916587,-1.135338951,1
6688,5,-0.652105399,-1.504036719,1.554125175,1.624063701,-1.040145013,0
3797,5,-1.052103122,1.652311225,0.284952728,0.149277892,0.01954562,1
3748,2,0.76319166,0.655569769,1.554125175,1.306170909,0.960437133,1
8428,3,-0.542151859,-1.337913143,1.236832063,-0.915912952,0.860312284,1
8726,4,-1.585912467,-0.507295263,0.60224584,-0.718430368,-1.245881114,1
4214,5,-1.57433995,-0.341171687,0.284952728,1.751717463,1.324813071,1
6253,1,1.041698459,0.489446193,-1.618805942,0.460143501,-0.579184974,0
1022,4,-0.415306873,-0.341171687,1.554125175,1.283438546,-0.386311449,1
4183,1,-1.264964556,-0.008924535,-0.032340384,-1.247800429,0.404718355,0
4105,5,0.371895696,0.157199041,-0.666926607,-0.87899252,1.046376194,0
1006,6,-1.588488936,-0.008924535,-0.984219719,-0.448577589,0.576835069,0
5385,7,0.487142607,1.486187649,-0.984219719,1.352323978,1.503754722,1
2967,5,0.195260614,0.987816921,1.554125175,1.210579685,1.44720409,1
360,4,-0.947939671,-1.670160295,0.60224584,-0.133517822,0.14603387,0
7517,5,-0.437426687,-1.005665991,1.236832063,-1.449630381,0.438709803,0
7873,7,0.296671625,0.489446193,-1.30151283,-1.307671312,-0.225041753,0
8154,5,0.511120317,-0.341171687,0.284952728,-0.355191113,-0.596398768,0
7564,2,-1.513225851,0.157199041,1.236832063,0.088785875,0.119583627,0
5449,6,1.259780411,-0.008924535,0.60224584,-0.11793623,0.594291462,1
3459,4,0.852395239,1.652311225,-0.666926607,1.627106072,0.185187821,0
166,1,0.545702113,-0.175048111,0.919538951,0.184928938,1.698635511,1
1072,5,-0.571210961,-0.839542415,1.236832063,-1.098419321,0.513777717,0
1881,7,-0.633584211,0.323322617,0.284952728,1.477822245,-0.174352881,1
1079,2,1.672991002,-0.673418839,-1.30151283,-0.458974356,0.66903857,0
235,2,1.645743286,0.157199041,-1.618805942,-1.638472406,-1.606095715,0
389,3,0.578921931,0.821693345,-0.984219719,1.501391838,1.616997036,1
1727,5,1.550800604,0.655569769,0.60224584,1.385177969,0.145767465,1
6677,4,-1.219815591,-0.507295263,0.60224584,1.595919566,1.268199127,1
7147,6,-1.451151366,0.655569769,0.919538951,-1.623176004,0.596787758,0
4189,2,-0.237811078,1.652311225,1.236832063,1.463006881,0.745583521,1
8631,7,-0.158610889,-1.171789567,0.919538951,-0.682970065,-0.886988733,0
3272,3,-0.801674798,-0.507295263,1.236832063,0.056363482,0.071448006,1
1010,2,-1.488839086,-1.005665991,-0.666926607,0.372426835,-0.619380507,0
8286,4,0.633718476,0.821693345,-0.032340384,-0.662391845,0.804452682,1
1354,1,-0.184766116,0.987816921,-0.032340384,-0.005455209,1.137472963,1
5451,7,-1.027471862,1.486187649,-1.30151283,-0.80724245,-1.19067368,0
6832,7,1.019114748,0.655569769,-0.666926607,1.560450621,-1.152808701,0
7195,7,0.946753394,-1.005665991,-0.032340384,-1.079048182,-0.439085967,0
5179,7,1.243377931,-1.005665991,-0.349633495,-0.677065834,-0.886598384,0
3504,1,1.313284175,-1.171789567,0.284952728,1.034161079,0.150943342,0
667,6,1.292650207,-0.008924535,-0.349633495,-0.04445483,1.34371062,1
7318,4,1.295949048,-1.337913143,0.284952728,-0.95219557,-1.344640609,0
3565,3,-0.037728496,-1.171789567,0.284952728,0.136305031,0.203214122,0
3547,5,-0.886256916,1.320064073,-1.618805942,0.425458923,-1.489322261,0
8012,4,-1.691939688,1.153940497,-0.984219719,-1.676876121,1.428526402,0
8169,3,-0.360148454,-0.175048111,0.284952728,-1.354536076,-0.213192757,0
5624,4,1.135164792,-0.175048111,1.554125175,1.038500442,-1.170348086,1
8334,3,0.933724424,-0.839542415,0.919538951,1.252987768,-0.855478101,1
1661,6,0.049623029,0.157199041,1.554125175,0.147998894,-0.183699279,1
774,6,0.443871731,-0.839542415,0.919538951,0.041379423,1.652868002,1
3448,6,-0.485377897,0.821693345,0.919538951,0.823907944,-1.579367191,1
2197,4,0.292380443,0.987816921,0.60224584,-0.865241932,0.873403061,1
281,1,0.37108044,-0.008924535,0.919538951,0.74474108,-1.290427902,1
2960,7,0.440401616,-0.008924535,0.919538951,-0.6609283,-0.455071192,0
3662,7,0.032779954,-1.337913143,-1.30151283,0.138535217,0.921557858,0
5426,4,0.191038565,-1.171789567,-0.349633495,-1.66667407,1.299289213,0
3210,4,-0.84491537,0.157199041,0.919538951,-0.598634085,-1.722790519,0
7990,7,-0.166505116,-0.839542415,0.60224584,-0.638545782,0.581964876,0
2893,7,0.544291339,0.323322617,0.284952728,0.241152303,1.194420248,1
2675,7,-0.450553195,0.821693345,0.284952728,-0.688382837,-0.419534225,0
4781,1,0.685175166,-0.673418839,-0.349633495,0.894660099,-0.354635927,1
4335,5,-1.171083809,-1.337913143,1.236832063,-0.641700876,-0.941847587,0
3506,4,-1.074419002,-0.341171687,-1.618805942,-0.379722163,-1.163671504,0
7407,1,-0.965000756,-1.005665991,-0.032340384,1.046324154,-0.652155749,0
1939,2,0.106065711,-1.005665991,-0.984219719,0.27979644,0.428402879,0
3974,7,-0.097267965,0.655569769,-0.349633495,0.054827975,0.100974454,1
4349,6,-1.666522561,-0.341171687,1.236832063,0.258148534,-1.558246643,0
6848,6,1.120009363,-1.171789567,-1.30151283,-1.109915788,-1.67534998,0
5355,5,-1.724490875,1.486187649,-1.30151283,-1.227768968,0.048284071,0
721,1,-0.193731702,0.821693345,-1.30151283,1.469572342,-1.06502027,0
8647,2,-1.060194523,0.323322617,-0.032340384,0.504856085,0.232882974,1
6668,2,-1.283228026,-1.171789567,-0.032340384,-0.513789276,-1.086127713,0
1845,6,1.097379204,0.489446193,-0.666926607,-0.159633586,-0.861712348,0
2261,3,-0.718287461,-0.175048111,-0.032340384,-0.250394011,-0.839027429,1
348,5,-0.444557812,1.486187649,-0.666926607,-0.480725207,-1.656226484,0
3316,5,0.453174905,0.489446193,-0.032340384,0.609383771,0.927484897,1
471,1,-0.815451313,1.320064073,-1.30151283,1.132145539,1.075875284,1
7830,5,0.22737277,-1.171789567,0.919538951,-1.072568115,-1.321426199,0
4442,2,-1.641751113,1.153940497,0.60224584,-1.033912488,-0.220328784,0
8601,2,1.392096301,-0.175048111,-0.032340384,-0.065301346,-0.518135126,0
1049,2,-1.059186686,0.157199041,0.60224584,1.516699603,-0.057458156,1
2519,3,-0.203738933,-1.504036719,0.60224584,1.050186915,1.235255395,1
7127,1,0.721608782,-1.337913143,0.60224584,0.771113507,0.902173455,1
5953,3,-1.650989003,-1.005665991,1.554125175,-1.563957937,-1.546048845,0
1336,2,1.455497887,1.153940497,0.60224584,1.754751025,-0.664235093,1
3853,1,0.240582436,-0.673418839,1.236832063,1.752540842,1.033043065,1
1672,1,-1.66247283,-0.839542415,1.554125175,-1.599100451,1.140264235,0
906,1,-0.443323126,1.320064073,0.60224584,1.74925474,-0.259663814,1
8857,7,1.315595423,-1.670160295,-0.666926607,0.02394218,-1.473682958,0
1427,5,0.549690988,-0.341171687,-1.30151283,-1.54473501,-1.592706815,0
2514,1,-0.736079257,-1.337913143,0.60224584,0.419440533,-0.986510856,0
2648,2,0.483603142,0.323322617,-0.666926607,0.94152022,-0.548357639,0
6700,5,0.507263127,-0.673418839,-0.349633495,1.005446976,0.068537709,1
8360,6,1.439166345,-1.005665991,-0.666926607,-0.842750849,-1.719589296,0
129,2,-0.232728367,-1.005665991,-1.618805942,0.071594404,0.686998059,0
1401,2,-0.794988271,1.320064073,0.60224584,0.951961704,0.926508486,1
7671,4,0.285563504,-0.341171687,-0.032340384,-0.244010667,-0.310749017,1
4486,1,-0.435945173,0.157199041,0.60224584,1.479587038,-0.833383018,1
5210,2,0.012144373,-1.670160295,0.284952728,-1.435565488,-0.736204109,0
1220,7,1.605999163,-0.175048111,1.236832063,-0.528198829,1.699749047,1
6133,7,0.474619161,-0.175048111,0.284952728,0.674798814,-0.714751016,1
2492,3,-0.666832552,-1.337913143,-0.984219719,0.415001855,1.243932473,0
3317,2,-0.609811421,1.652311225,0.60224584,1.714101198,-0.331059995,1
2926,1,-0.89014684,-0.839542415,1.554125175,-1.261045497,0.21190488,0
3526,2,0.8000399,-1.171789567,-0.032340384,0.942053038,-0.604964797,0
8494,6,0.163347908,-0.008924535,1.554125175,-0.714551779,-0.562608638,0
5720,6,-1.146840679,-1.504036719,1.554125175,-1.633195577,-0.034166979,0
6288,2,1.662691253,-1.504036719,-0.349633495,-0.957612428,0.935166138,0
5842,5,1.605205334,1.320064073,-1.618805942,-0.455534791,-1.49183919,0
4788,7,1.635815103,-1.337913143,-1.30151283,1.096408958,0.191591711,0
6960,3,-0.221511195,0.157199041,-0.666926607,1.53683117,0.212686163,0
